,ids,growth,status
469,{'NTD7pp'},0.7097712093951241,optimal
470,{'NDH1_1p'},0.7097712093951241,optimal
471,{'NH4tpp'},0.7097712093951241,optimal
472,{'THZSN_1'},0.7097712093951241,optimal
473,{'FACOAL160t2pp'},0.7097712093951241,optimal
474,{'EDTXS2'},0.7097712093951241,optimal
475,{'CTBTt2rpp'},0.7097712093951241,optimal
476,{'GLNS'},0.7097712093951241,optimal
477,{'DXPS'},-5.131092182162682e-14,optimal
478,{'EX_malttr_e'},0.7097712093951283,optimal
479,{'RBK'},0.7097712093951828,optimal
480,{'EX_murein5px4p_e'},0.7097712093951828,optimal
481,{'BORtex'},-3.022632448481178e-15,optimal
482,{'MDDCP3pp'},0.7097712093951359,optimal
483,{'FACOAL80t2pp'},0.7097712093950748,optimal
484,{'EX_dad_2_e'},0.7097712093950748,optimal
485,{'ACOAD1fr'},0.7097712093950748,optimal
486,{'FOAMtrpp'},0.7097712093950748,optimal
487,{'CYNTtex'},0.7097712093950748,optimal
488,{'12PPDStpp'},0.7097712093950748,optimal
489,{'DHDPRy'},0.7097712093950748,optimal
490,{'EAR161x'},0.7097712093951724,optimal
491,{'HYD2'},0.7097712093951092,optimal
492,{'TRSARr'},0.7097712093951092,optimal
493,{'5OXPROpp'},0.7097712093951092,optimal
494,{'ALDD19xr'},0.7097712093951092,optimal
495,{'ACPPAT160'},0.6902147988643036,optimal
496,{'GNK'},0.7097712093951343,optimal
497,{'AGMH'},0.7097712093953003,optimal
498,{'IPPS'},-1.114163192271138e-15,optimal
499,{'BG_CELLB'},0.7097712093951536,optimal
500,{'ASNtex'},0.709771209395249,optimal
501,{'CRNDabcpp'},0.709771209395249,optimal
502,{'34DHOXPEGOX'},0.709771209395249,optimal
503,{'FACOAL120t2pp'},0.709771209395249,optimal
504,{'CYTBDu'},0.709771209395249,optimal
505,{'DADK'},0.709771209395249,optimal
506,{'HBZOPT'},-9.112947112192812e-15,optimal
507,{'TRDR'},0.7097712093950539,optimal
508,{'3OAR80'},-7.216250154022425e-15,optimal
509,{'HACD9'},0.7097712093950798,optimal
510,{'PTA2'},0.7097712093950912,optimal
511,{'EX_dcyt_e'},0.7097712093950912,optimal
512,{'THRTRS'},0.7097712093950912,optimal
513,{'LPLIPAL1G160pp'},0.7097712093950912,optimal
514,{'NADPHQR3'},0.7097712093950912,optimal
515,{'FHL'},0.7097712093950912,optimal
516,{'NADFADOR'},0.7097712093950973,optimal
517,{'PGP120abcpp'},0.7097712093949639,optimal
518,{'PC8XM'},0.0,optimal
519,{'FACOAE100'},0.7097712093950114,optimal
520,{'DHACOAH'},0.7097712093949761,optimal
521,{'GLUSy'},0.7097712093949761,optimal
522,{'MUCCY_kt'},0.7097712093949761,optimal
523,{'ASNTRAT'},0.7097712093949761,optimal
524,{'METabcpp'},0.7097712093949761,optimal
525,{'METabc'},0.7097712093949761,optimal
526,{'I4FE4SR'},0.7097273426551509,optimal
527,{'NIT1b'},0.7097712093949868,optimal
528,{'HGD'},0.709771209395001,optimal
529,{'NTD2pp'},0.709771209395001,optimal
530,{'ACOAD4f'},0.7097712093950751,optimal
531,{'AKGDa'},0.7097712093951237,optimal
532,{'APH161'},0.7097712093951237,optimal
533,{'EX_photon570_e'},0.7097712093951237,optimal
534,{'RNDR3'},0.7097712093951237,optimal
535,{'MALTTRabcpp'},0.7097712093951237,optimal
536,{'MMM2'},0.7097712093951237,optimal
537,{'DASYN183_9_12_15'},0.7097712093951237,optimal
538,{'ERTHMMOR'},0.7097712093951237,optimal
539,{'FACOAE160'},0.7097712093951237,optimal
540,{'TMPK'},-7.289820942098465e-15,optimal
541,{'G1SAT'},-3.1573668193429847e-13,optimal
542,{'A5PISO'},0.7097712093949152,optimal
543,{'H2tpp'},0.7097712093951372,optimal
544,{'ALPATG160pp'},0.7097712093949284,optimal
545,{'BIOMASS_RNA'},1.1532185030757802e-14,optimal
546,{'MNt2pp'},0.7097712089513563,optimal
547,{'CTECOAI7'},0.7097712093946952,optimal
548,{'EX_hpyr_e'},0.7097712093950316,optimal
549,{'GDPMNH'},0.7097712093950316,optimal
