module,module_scale,fort_background,final_biomass_gDW_L,delta_biomass_gDW_L,final_formate_mM,final_co2_mM,cumulative_biomass_production_gDW_L,cumulative_formate_consumed_mM_gDW_h_proxy,cumulative_fdh_flux_mM_gDW_h_proxy,cumulative_rubisco_total_flux_mM_gDW_h_proxy,cumulative_rbpcx_flux_mM_gDW_h_proxy,cumulative_cs_flux_mM_gDW_h_proxy,cumulative_icdhyr_flux_mM_gDW_h_proxy,external_co2_uptake_blocked,scaled_reactions,baseline_final_biomass_gDW_L,baseline_cumulative_rubisco_total,baseline_cumulative_rbpcx,baseline_cumulative_cs,baseline_cumulative_icdhyr,relative_final_biomass,relative_cumulative_rubisco_total_flux,relative_cumulative_rbpcx_flux,relative_cumulative_cs_flux,relative_cumulative_icdhyr_flux
FDH,0.2,1.0,0.44544913538431524,0.4254491353843152,0.0,10.70224184656951,0.4254491353843152,19.21014418933944,19.090048176636056,9.987092287498257,9.987092287498257,0.2332621330310646,0.22056633046914936,True,FDH,0.4630064662571311,9.408640222813824,9.408640222813824,0.22966860785408647,0.22966860785408647,0.962079728573239,1.0614809420899969,1.0614809420899969,1.0156465666359644,0.9603677774251151
FDH,0.5,1.0,0.4541137904104343,0.4341137904104343,0.0,10.897329949719062,0.4341137904104343,19.581961841923132,19.459419965699183,9.219776190271432,9.219776190271432,0.22505836254759226,0.22505836254759226,True,FDH,0.4630064662571311,9.408640222813824,9.408640222813824,0.22966860785408647,0.22966860785408647,0.9807936249387968,0.9799265326264214,0.9799265326264214,0.9799265326264215,0.9799265326264215
FDH,1.0,1.0,0.4630064662571311,0.4430064662571311,0.0,11.12647232112469,0.4430064662571311,19.983091782849385,19.85803967726397,9.408640222813824,9.408640222813824,0.22966860785408647,0.22966860785408647,True,FDH,0.4630064662571311,9.408640222813824,9.408640222813824,0.22966860785408647,0.22966860785408647,1.0,1.0,1.0,1.0,1.0
FDH,2.0,1.0,0.4630064662571311,0.4430064662571311,0.0,11.14738582428024,0.4430064662571311,20.003060941649583,19.878008836064176,10.407098162828667,10.407098162828667,0.22966860785408663,0.22966860785408663,True,FDH,0.4630064662571311,9.408640222813824,9.408640222813824,0.22966860785408647,0.22966860785408647,1.0,1.1061213859143864,1.1061213859143864,1.0000000000000007,1.0000000000000007
CBB,0.01,1.0,0.030992446413215732,0.010992446413215732,19.500746073687015,0.2654302428434308,0.010992446413215727,0.49584214195710213,0.4927397036024918,0.23345758587516088,0.23345758587516088,0.005698832989874585,0.005698832989874585,True,RBPCcx;RPE;FBA;FBA3;PGK;GAPD;TKT1;TKT2;TALA;SBP;FBP;TPI;PGM;ENO;PYK,0.4630064662571311,9.40864022283922,9.40864022283922,0.23101614958534955,0.22966860785408533,0.06693739433868737,0.024813105862890678,0.024813105862890678,0.024668548065160854,0.024813286600732162
CBB,0.05,1.0,0.4449192021598202,0.4249192021598202,0.0,10.846618802952293,0.42491920215982026,19.504120044002768,19.38417362113744,9.184974347604886,9.184974347604886,0.22029159627180528,0.22029159627180528,True,RBPCcx;RPE;FBA;FBA3;PGK;GAPD;TKT1;TKT2;TALA;SBP;FBP;TPI;PGM;ENO;PYK,0.4630064662571311,9.40864022283922,9.40864022283922,0.23101614958534955,0.22966860785408533,0.960935180358224,0.976227608885353,0.976227608885353,0.9535766078138097,0.95917155735869
CBB,0.1,1.0,0.46009744507863254,0.4400974450786325,0.0,11.099925283710952,0.4400974450786325,19.942731729370436,19.81850078386118,9.390135992415695,9.390135992415695,0.22816047897748443,0.22816047897748445,True,RBPCcx;RPE;FBA;FBA3;PGK;GAPD;TKT1;TKT2;TALA;SBP;FBP;TPI;PGM;ENO;PYK,0.4630064662571311,9.40864022283922,9.40864022283922,0.23101614958534955,0.22966860785408533,0.9937171046399965,0.9980332726105728,0.9980332726105728,0.9876386537781416,0.9934334566195523
CBB,0.2,1.0,0.4551963621877018,0.4351963621877018,0.0,10.955029620571876,0.4351963621877018,19.678794720698168,19.555947255522888,9.265631379931552,9.265631379931552,0.22693227134354868,0.22561960210485618,True,RBPCcx;RPE;FBA;FBA3;PGK;GAPD;TKT1;TKT2;TALA;SBP;FBP;TPI;PGM;ENO;PYK,0.4630064662571311,9.40864022283922,9.40864022283922,0.23101614958534955,0.22966860785408533,0.9831317602698622,0.9848002644887497,0.9848002644887497,0.9823221093021808,0.9823702255738773
CBB,0.5,1.0,0.45773073287397026,0.43773073287397024,0.0,11.009492457929829,0.4377307328739703,19.77486462049621,19.65130175194443,9.310763838260746,9.310763838260746,0.22826499394209981,0.22693349999384876,True,RBPCcx;RPE;FBA;FBA3;PGK;GAPD;TKT1;TKT2;TALA;SBP;FBP;TPI;PGM;ENO;PYK,0.4630064662571311,9.40864022283922,9.40864022283922,0.23101614958534955,0.22966860785408533,0.988605486601928,0.9895971806488167,0.9895971806488167,0.9880910678834022,0.9880910678834512
CBB,1.0,1.0,0.4630064662571311,0.4430064662571311,0.0,11.12647232114574,0.4430064662571311,19.983091782899493,19.858039677311222,9.40864022283922,9.40864022283922,0.23101614958534955,0.22966860785408533,True,RBPCcx;RPE;FBA;FBA3;PGK;GAPD;TKT1;TKT2;TALA;SBP;FBP;TPI;PGM;ENO;PYK,0.4630064662571311,9.40864022283922,9.40864022283922,0.23101614958534955,0.22966860785408533,1.0,1.0,1.0,1.0,1.0
CBB,2.0,1.0,0.4630064662571311,0.4430064662571311,0.0,11.12647232114579,0.4430064662571311,19.983091782899578,19.858039677311304,9.408640222839264,9.408640222839264,0.23101614958535036,0.22966860785408647,True,RBPCcx;RPE;FBA;FBA3;PGK;GAPD;TKT1;TKT2;TALA;SBP;FBP;TPI;PGM;ENO;PYK,0.4630064662571311,9.40864022283922,9.40864022283922,0.23101614958534955,0.22966860785408533,1.0,1.0000000000000047,1.0000000000000047,1.0000000000000036,1.0000000000000049
TCA,0.01,1.0,0.09373943539280714,0.07373943539280714,16.518567310219247,1.8309959910362092,0.07373943539280718,3.4285896084727683,3.4077744006533552,1.6175260100171287,1.6175260100171287,0.03822886291863411,0.03822886291863411,True,CS;ACONT;ICDHyr;AKGDH;SUCOAS;SUCDi;FUM;MDH;ME2,0.4630064662571311,9.408640222839455,9.408640222839455,0.22966860785408597,0.22966860785408602,0.20245815603955056,0.17191921167211682,0.17191921167211682,0.16645227780943328,0.16645227780943325
TCA,0.05,1.0,0.44209951730561703,0.422099517305617,0.0,10.796296306381096,0.422099517305617,19.587374262787286,19.468223782090586,9.239665974438578,9.239665974438578,0.2188297821801883,0.2188297821801883,True,CS;ACONT;ICDHyr;AKGDH;SUCOAS;SUCDi;FUM;MDH;ME2,0.4630064662571311,9.408640222839455,9.408640222839455,0.22966860785408597,0.22966860785408602,0.9548452333279005,0.9820405239865914,0.9820405239865914,0.9528066731663047,0.9528066731663045
TCA,0.1,1.0,0.44209951730561703,0.422099517305617,0.0,10.76074428144525,0.422099517305617,19.487540918567785,19.36839043787685,9.189498464783034,9.189498464783034,0.2188297821801883,0.2188297821801883,True,CS;ACONT;ICDHyr;AKGDH;SUCOAS;SUCDi;FUM;MDH;ME2,0.4630064662571311,9.408640222839455,9.408640222839455,0.22966860785408597,0.22966860785408602,0.9548452333279005,0.9767084559653524,0.9767084559653524,0.9528066731663047,0.9528066731663045
TCA,0.2,1.0,0.44209951730561703,0.422099517305617,0.0,10.73246742784177,0.422099517305617,19.328767574598498,19.209617093901343,9.089163445682493,9.089163445682493,0.2188297821801884,0.21882978218018845,True,CS;ACONT;ICDHyr;AKGDH;SUCOAS;SUCDi;FUM;MDH;ME2,0.4630064662571311,9.408640222839455,9.408640222839455,0.22966860785408597,0.22966860785408602,0.9548452333279005,0.9660443199452527,0.9660443199452527,0.9528066731663052,0.9528066731663052
